cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
CP02-068	モードエスティバル	ドラゴン	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル	BR	4			デレマス・クール		"
3枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-068
CP02-LD04	〔はじけてサマーアップル〕辻野あかり	ドラゴン	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP02-LD04
CP02-SP08a	BRIGHT:LIGHTS	ドラゴン	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SP	7	4	4	デレマス・クール		"
自分の場に他のデレマス・フォロワーが出たとき、相手の場のフォロワー1体を選ぶ。それに2ダメージ。

ファンファーレ自分のデッキから元のコスト3のフォロワー1枚と元のコスト1のフォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-SP08a
CP03-063	ドラゴニック・オーバーロード・ジ・エンド	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	7	6	6	ヴァンガード・かげろう		"
【疾走】【守護】【ツインドライブ】

【攻撃時】コスト3手札の『ドラゴニック・オーバーロード・ジ・エンド』1枚を捨てる：これをスタンドする。

ファンファーレ自分の墓場に『ドラゴニック・オーバーロード』があるなら、自分のPPを1回復する。

起動墓場のかげろう・カード5枚を消滅：場の他のフォロワーすべてを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-063
CP03-064	封竜 ブロケード	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	2	3	2	ヴァンガード・かげろう		"
自分のターン中、相手がスペルをプレイしたとき、それのリーダーに2ダメージ。

自分のターンごとに1回、自分のかげろう・カードが相手の場のフォロワーに能力ダメージを与えたとき、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-064
CP03-065	バーニングホーン・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	2	3	2	ヴァンガード・かげろう		"
【突進】

自分の場のフォロワーがドライブチェックしたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに1ダメージ。

ファンファーレ自分の場に「カード名に『オーバーロード』を含むフォロワー」がいるなら、これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-065
CP03-066	ブレイジングコア・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	3	3	3	ヴァンガード・かげろう		"
進化コスト3：これは『ブレイジングフレア・ドラゴン』に進化する。

進化コスト1墓場の『アイアンテイル・ドラゴン』1枚と『ガトリングクロー・ドラゴン』1枚を消滅：これは『ブレイジングフレア・ドラゴン』に進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-066
CP03-067	ブレイジングフレア・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー・エボルヴ	GR		6	6	ヴァンガード・かげろう		"
【ツインドライブ】

【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。それのリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-067
CP03-068	ドラゴニック・エクスキューショナー	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	4	5	5	ヴァンガード・かげろう		"
【突進】

ファンファーレ手札のかげろう・カード1枚を捨てる：2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-068
CP03-069	ボーテックス・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	5	6	6	ヴァンガード・かげろう		"
ファンファーレ墓場のかげろう・カード3枚を消滅：相手の場のフォロワー2体まで選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-069
CP03-070	約束の火 エルモ	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	1	2	2	ヴァンガード・かげろう		"
ファンファーレ手札の「カード名に『オーバーロード』を含むフォロワー」1枚を公開：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-070
CP03-071	ベリコウスティドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	5	4	4	ヴァンガード・かげろう		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー2体まで選ぶ。それに4ダメージを割りふる。これは攻撃力+1/体力+1する。

ファンファーレ自分のリーダーは体力+2する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-071
CP03-072	臥竜 ストライケン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	5	5	ヴァンガード・かげろう		"
これは相手を攻撃できない。

自分のドライブチェックによってトリガーしたとき、このターン、これは能力すべてを失う。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-072
CP03-073	ドラゴンモンク ゴジョー	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	2	2	ヴァンガード・かげろう		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキの上2枚を見る。その中から、かげろう・フォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。【覚醒】状態なら、代わりにかげろう・フォロワー2枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-073
CP03-074	魔竜戦鬼 ヤクシャ	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	3	3	3	ヴァンガード・かげろう		"
ファンファーレ下記から1つチョイスする。【1】相手の場のアミュレット1つを選ぶ。それを破壊する。【2】相手のリーダーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-074
CP03-075	魔竜導師 キンナラ	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	SR	3			ヴァンガード・かげろう		"
クイック

相手の場のフォロワー1体を選ぶ。それに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-075
CP03-076	槍の化身 ター	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	3	1	ヴァンガード・かげろう		"
【突進】【指定攻撃】

ファンファーレ【覚醒】状態なら、相手のリーダーすべてに2ダメージ。（自分のPP最大値が7以上なら、【覚醒】状態になる）

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体は攻撃力+2する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-076
CP03-077	ガトリングクロー・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	3	ヴァンガード・かげろう		"
起動これをアクト：1枚引く。この能力はこのターン、相手のフォロワーが場から墓場に置かれていたなら使える。

----------

（ドライブチェックによってこれが捲れたなら、1枚引く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-077
CP03-078	リザードソルジャー ガンルー	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	1	2	ヴァンガード・かげろう		"
起動これをアクト：相手の場のフォロワー1体を選ぶ。それに1ダメージ。この能力は自分の場に他のかげろう・フォロワーがいるなら使える。

起動コスト2：これをスタンドする。このターン、これは相手を攻撃できない。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体をスタンドする。このターン、それは相手のリーダーを攻撃できない）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-078
CP03-079	ドラゴンモンク ゲンジョウ	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	1	1	ヴァンガード・かげろう		"
【守護】

ファンファーレ自分のリーダーは体力+1する。【覚醒】状態なら、代わりに体力+2する。（自分のPP最大値が7以上なら、【覚醒】状態になる）

----------

（ドライブチェックによってこれが捲れたなら、自分のリーダーは体力+3する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-079
CP03-080	アイアンテイル・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	1	2	ヴァンガード・かげろう		"
起動これをアクト：これは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-080
CP03-081	希望の火 エルモ	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	2	2	ヴァンガード・かげろう		"
自分のターンごとに1回、相手のフォロワーが場から墓場に置かれたとき、1枚引く。自分の手札1枚を捨てる。

ファンファーレ相手の場のフォロワー1体を選ぶ。【覚醒】状態なら、それに2ダメージ。（自分のPP最大値が7以上なら、【覚醒】状態になる）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-081
CP03-082	リザードソルジャー コンロー	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	アミュレット	BR	2			ヴァンガード・かげろう		"
【スタートアミュレット】（【スタートアミュレット】を持つカードはデッキに1種しか入れられない）

起動これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それに1ダメージ。この能力は自分の場にかげろう・フォロワーがいるなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-082
CP03-LD04	〔孤高の炎〕櫂トシキ	ドラゴン	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP03-LD04
CSD01-LD01	〔日本一のステージを〕スペシャルウィーク	ドラゴン	ウマ娘 プリティーダービー	コラボスターターデッキ「出走！ウマ娘！」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CSD01-LD01
CSD02a-009	栗原ネネ	ドラゴン	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	フォロワー	BR	5	3	4	デレマス・キュート		"
進化コスト1：これは進化する。

【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-009
CSD02a-010	栗原ネネ	ドラゴン	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	フォロワー・エボルヴ	BR		4	5	デレマス・キュート		"
【守護】

【進化時】コスト3：自分の墓場のキュート・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-010
CSD02c-004	龍崎薫	ドラゴン	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー	GR	1	2	2	デレマス・パッション		"
起動コスト2：自分の墓場のパッション・カードが5枚以上なら、自分の墓場のフォロワー1枚を選ぶ。それを手札に加える。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-004
CSD03b-001	ドラゴニック・オーバーロード	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	LG	4	4	4	ヴァンガード・かげろう		"
進化コスト1：これは進化する。

【ツインドライブ】

【覚醒】状態であり、自分の場に他のかげろう・フォロワーがいる限り、これは【疾走】を持つ。（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-001
CSD03b-002	ドラゴニック・オーバーロード	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー・エボルヴ	LG		5	5	ヴァンガード・かげろう		"
【ツインドライブ】

【覚醒】状態であり、自分の場に他のかげろう・フォロワーがいる限り、これは【疾走】を持つ。

【進化時】相手の場のフォロワー1体を選ぶ。それに5ダメージ。【覚醒】状態なら、このターン、これは「これが交戦ダメージを与えたとき、これをスタンドする。この能力は1ターンに1回働く」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-002
CSD03b-003	ドラゴンモンク ゴクウ	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	LG	6	5	5	ヴァンガード・かげろう		"
【守護】

起動これをアクト墓場のかげろう・カード4枚を消滅：相手のリーダーすべてと相手の場のフォロワーすべてに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-003
CSD03b-004	ドラゴンナイト アリフ	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	GR	3	3	3	ヴァンガード・かげろう		"
進化コスト1：これは『勝利の化身 アリフ』に進化する。

ファンファーレ自分の墓場に『鎧の化身 バー』と『槍の化身 ター』があるなら、これは『勝利の化身 アリフ』に進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-004
CSD03b-005	勝利の化身 アリフ	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー・エボルヴ	GR		4	4	ヴァンガード・かげろう		"
【ツインドライブ】（【ツインドライブ】を持つフォロワーは、攻撃したとき、ドライブチェックを2回する）

【進化時】自分のデッキの上3枚を見る。その中から、「『ドラゴンナイト アリフ』を除くかげろう・フォロワー」1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-005
CSD03b-006	バーサーク・ドラゴン	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	GR	3	3	3	ヴァンガード・かげろう		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー1体まで選ぶ。それに3ダメージ。これは攻撃力+1/体力+1する。

ファンファーレ手札のかげろう・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-006
CSD03b-007	ワイバーンガード バリィ	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	スペル	GR	1			ヴァンガード・かげろう		"
クイック

下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】手札のかげろう・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。それのリーダーに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-007
CSD03b-008	ドラゴンナイト ネハーレン	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	SR	2	2	2	ヴァンガード・かげろう		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー1体まで選ぶ。それに2ダメージ。これは攻撃力+1/体力+1する。

【攻撃時】相手のリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-008
CSD03b-009	鎧の化身 バー	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	SR	3	3	4	ヴァンガード・かげろう		"
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-009
CSD03b-010	連撃のサザーランド	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	SR	3	2	2	ヴァンガード・かげろう		"
ファンファーレ自分の場のヴァンガード・フォロワー1体を選ぶ。それは攻撃力+3する。

起動これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それに「これの攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-010
CSD03b-011	従者 レアス	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	フォロワー	SR	1	1	1	ヴァンガード・かげろう		"
憑依コスト2：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキからかげろう・フォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-011
CSD03b-016	リザードランナー アンドゥー	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	アミュレット	BR	2			ヴァンガード・かげろう		"
【スタートアミュレット】

起動これをアクト墓場に置く：自分の場のヴァンガード・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。

----------

（※自分のデッキ構築が「カードファイト!! ヴァンガード」タイトル構築なら、自分のデッキから【スタートアミュレット】を持つカード1枚を場に出した状態でバトルを開始する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-016
CSD03b-LD01	〔焼きつくせ!!黙示録の炎!!〕櫂トシキ	ドラゴン	カードファイト!! ヴァンガード	コラボスターターデッキ「黙示録の炎」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CSD03b-LD01
DSD01b-001	気高き雷・ロマロニア	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	LG	3	1	3	ドラゴニュート・武闘竜人		"
進化コスト1：これは進化する。

【必殺】

ラストワード自分の場に『遺されし電撃』があるなら、自分の場の『遺されし電撃』すべてに雷カウンター1個を置く。自分の場に『遺されし電撃』がないなら、『遺されし電撃』1つを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-001
DSD01b-002	気高き雷・ロマロニア	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー・エボルヴ	LG		2	4	ドラゴニュート・武闘竜人		"
【指定攻撃】【必殺】

【進化時】相手の場のフォロワー1体を選ぶ。自分の場にアミュレットがあるなら、それに3ダメージ。

ラストワード自分の場に『遺されし電撃』があるなら、自分の場の『遺されし電撃』すべてに雷カウンター1個を置く。自分の場に『遺されし電撃』がないなら、『遺されし電撃』1つを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-002
DSD01b-003	暴竜・伊達政宗	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	LG	2	2	2	竜使い・武闘竜人		"
【必殺】

ファンファーレ自分の場の武闘竜人・カードが3枚以上なら、これは攻撃力+2/体力+2して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-003
DSD01b-006	ポセイドン	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	GR	8	4	7	海洋・武闘竜人		"
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）

ファンファーレ自分のデッキから元のコスト2以下の武闘竜人・フォロワーをカード名が異なるように2枚まで探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-006
DSD01b-007	白亜の竜騎士	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	GR	5	3	4	竜使い・武闘竜人		"
ファンファーレ自分のデッキから元のコスト4以下の武闘竜人・フォロワー1枚を探し、場に出す。【覚醒】状態なら、自分のリーダーは体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-007
DSD01b-009	竜の託宣	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	スペル	GR	2			竜族		"
下記から1つチョイスする。【1】自分のPP最大値を+1する。【2】1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-009
DSD01b-010	片倉小十郎	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	SR	2	2	2	武闘竜人		"
進化コスト1：これは進化する。

ファンファーレ自分の場の他の武闘竜人・フォロワー1体を選ぶ。【覚醒】状態なら、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-010
DSD01b-011	片倉小十郎	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー・エボルヴ	SR		3	3	武闘竜人		"
【進化時】自分のデッキの上4枚を見る。その中から、武闘竜人・フォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-011
DSD01b-012	大鎌の竜騎	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	SR	2	2	2	竜使い・武闘竜人		"
【必殺】（【必殺】を持つフォロワーと交戦した相手のフォロワーは、ダメージを与え合ったあと破壊される）

自分の場に他の武闘竜人・カードがある限り、これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-012
DSD01b-013	ガルグイユ	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	SR	4	4	5	ドラゴニュート・武闘竜人・キラー		"
【突進】【守護】（【突進】を持つフォロワーは、場に出たターンから相手のフォロワーを攻撃できる）

ファンファーレ自分の場の武闘竜人・カードが3枚以上なら、2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-013
DSD01b-016	残影のドラゴニュート	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	フォロワー	BR	1	2	1	ドラゴニュート・武闘竜人		"
自分の場に他の武闘竜人・カードがある限り、これは【突進】【指定攻撃】を持つ。（【指定攻撃】を持つフォロワーは、スタンド状態のフォロワーを攻撃できる）

ファンファーレコスト1：【覚醒】状態なら、自分のデッキから『残影のドラゴニュート』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-016
DSD01b-T01	遺されし電撃	ドラゴン		DXスターターデッキ「学院に咲く双華」「武なる雷鳴」	アミュレット・トークン	-	3			ドラゴニュート・武闘竜人		"
自分の場に武闘竜人・フォロワーが出たとき、これに雷カウンター1個を置く。

起動これをアクト：自分の場のドラゴンフォロワー1体を選ぶ。それは攻撃力+2する。この能力はこれの雷カウンターが5個以上なら使える。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに3ダメージ。この能力はこれの雷カウンターが10個以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=DSD01b-T01
ECP01-028	ネオユニヴァース	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	3	3	3	ウマ娘		"
進化コスト2：これは進化する。

食事コスト1：これは出走する。

ファンファーレ相手の場のフォロワー1体を選ぶ。【覚醒】状態なら、それに4ダメージ。1枚引く。（自分のPP最大値が7以上なら、【覚醒】状態になる）
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-028
ECP01-029	ネオユニヴァース	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー・エボルヴ	LG		4	4	ウマ娘		"
自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。それに2ダメージ。

【進化時】下記から1つチョイスする。【1】手札のウマ娘・カード1枚を捨てる：自分のPP最大値を+1する。【2】手札のウマ娘・カード3枚を捨てる：自分のPP最大値を+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-029
ECP01-030	ミスターシービー	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	4	4	4	ウマ娘		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。これをスタンドする。1枚引く。

起動これをアクト手札のウマ娘・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに5ダメージ。元のコスト7以上のウマ娘・カードを捨てたなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-030
ECP01-031	カツラギエース	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	7	5	4	ウマ娘		"
自分のウマ娘・カードの能力によってこれを自分の手札から捨てたとき、【覚醒】状態なら、コスト3：これを場に出す。（自分のPP最大値が7以上なら、【覚醒】状態になる）

食事コスト1：これは出走する。

【疾走】

ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-031
ECP01-032	〔一粒の安らぎ〕スーパークリーク	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	4	4	5	ウマ娘		"
食事コスト1：これは出走する。

【守護】

ファンファーレ自分のリーダーは体力+3する。【覚醒】状態なら、自分のPP最大値を+1する。（自分のPP最大値が7以上なら、【覚醒】状態になる）

起動これをアクト：自分の墓場の元のコスト7以上のウマ娘・カード1枚を選ぶ。それを手札に加える。この能力は【覚醒】状態なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-032
ECP01-033	ツルマルツヨシ	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	1	2	2	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに「自分のエボルヴデッキの表向きの『にんじん』の枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-033
ECP01-034	エルコンドルパサー	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	7	4	4	ウマ娘		"
食事コスト1：これは出走する。

【疾走】

ファンファーレ自分のデッキから『パッションチャンピオーナ！』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-034
ECP01-035	ニシノフラワー	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分のデッキから『セイウンスカイ』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-035
ECP01-036	天まで焦がせ祈りの火	ドラゴン	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル	GR	3			ウマ娘		"
これをプレイする際、手札のウマ娘・カード1枚を捨てる：コストを-2する。

相手の場のフォロワー1体を選ぶ。それに5ダメージ。これをプレイする際に元のコスト7以上のウマ娘・カードを捨てていたなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-036
ECP02-037	〔シンデレラガール〕鷺沢文香	ドラゴン	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	2	2	デレマス・クール		"
進化コスト1：これは進化する。

ファンファーレ自分の場のクール・フォロワーが3体以上なら、相手のリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-037
ECP02-038	〔シンデレラガール〕鷺沢文香	ドラゴン	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		3	3	デレマス・クール		"
【進化時】下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】コスト4これを墓場に置く：自分のデッキから「カード名に『鷺沢文香』を含むフォロワー」1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-038
