cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
CP01-061	カレンチャン	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	1	1	1	ウマ娘		"
食事コスト1：これは出走する。

起動コスト1これをアクト：相手のフォロワー1体を選ぶ。それに1ダメージ。自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-061
CP01-062	ツインターボ	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	2	3	1	ウマ娘		"
食事コスト1：これは出走する。

【指定攻撃】

ファンファーレ自分の墓場のウマ娘・カードが10枚以上なら、これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-062
CP01-063	サクラチヨノオー	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分の墓場のウマ娘・カード1枚まで選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-063
CP01-064	シーキングザパール	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	2	3	2	ウマ娘		"
食事コスト1：これは出走する。

ラストワード自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-064
CP01-065	マチカネタンホイザ	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	4	4	4	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ相手のアミュレット1つを選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-065
CP01-LD06	〔ターボエンジン全開宣言！〕ツインターボ	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP01-LD06
CP01-LD07	〔独奏・螺旋追走曲〕マンハッタンカフェ	ナイトメア	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP01-LD07
CP02-069	神崎蘭子	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	4	3	3	デレマス・クール		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに2ダメージ。

起動コスト1【レッスン_2】：相手の場のフォロワー2体まで選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-069
CP02-070	神崎蘭子	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		4	4	デレマス・クール		"
【進化時】自分のデッキの上4枚を見る。その中から、1枚をEXエリアに置いてよい。残りを墓場に置く。

起動コスト1【レッスン_2】：相手の場のフォロワー2体まで選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-070
CP02-071	輿水幸子	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	3	3	デレマス・キュート		"
自分のリーダーの体力10以下である限り、これは【疾走】【必殺】を持つ。

ファンファーレ自分のリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-071
CP02-072	向井拓海	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	3	3	3	デレマス・パッション		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-072
CP02-073	向井拓海	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	GR		4	4	デレマス・パッション		"
【進化時】相手の場のフォロワー1体を選ぶ。それを破壊する。自分のリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-073
CP02-074	黒埼ちとせ	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	2	2	2	デレマス・キュート		"
これがいる限り、自分のターン中、自分のリーダーと自分の場の他のフォロワーすべては能力によるダメージを受けない。

起動コスト1【レッスン_1】：相手の場のフォロワー1体を選ぶ。それに3ダメージ。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-074
CP02-075	夢のささやき	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル	GR	2			デレマス・クール		"
クイック

元のコスト3以下の相手の場のフォロワー1体を選ぶ。それを破壊する。自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-075
CP02-076	白雪千夜	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SR	3	3	3	デレマス・キュート		"
ファンファーレ自分のリーダーに2ダメージ。2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-076
CP02-077	大和亜季	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SR	7	5	5	デレマス・クール		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-077
CP02-078	大和亜季	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	SR		6	6	デレマス・クール		"
【進化時】相手の場のフォロワー2体まで選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-078
CP02-079	My Life，My Sounds	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル	SR	3			デレマス・パッション		"
相手の場のフォロワー1体を選ぶ。それを破壊する。【真紅】状態なら、それのリーダーに2ダメージ。（自分のターン中、自分のリーダーの体力が減少していたなら、【真紅】状態になる）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-079
CP02-080	松永涼	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	3	3	4	デレマス・クール		"
【守護】

ラストワード自分の墓場のデレマス・スペル1枚を選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-080
CP02-081	早坂美玲	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	3	4	3	デレマス・キュート		"
自分の墓場にデレマス・カードが5枚以上ある限り、これは【突進】を持つ。

ファンファーレ自分のデッキの上3枚を見る。その中から、1枚をデッキの上に置く。残りを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-081
CP02-082	藤本里奈	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	2	3	1	デレマス・キュート		"
これをプレイする際、このターン、自分の場のフォロワーが進化していたなら、コストを-1する。

ファンファーレ【真紅】状態なら、相手の場のフォロワー1体を選ぶ。それに3ダメージ。（自分のターン中、自分のリーダーの体力が減少していたなら、【真紅】状態になる）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-082
CP02-083	星輝子	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	2	3	2	デレマス・パッション		"
進化コスト1：これは進化する。

これは相手を攻撃できない。

自分のエンドフェイズが来たとき、自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-083
CP02-084	星輝子	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	BR		3	2	デレマス・パッション		"
自分のエンドフェイズが来たとき、相手のリーダーすべてに1ダメージ。

ラストワード相手のリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-084
CP02-085	ラストデイライト	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル	BR	2			デレマス・クール		"
相手の場のフォロワー1体を選ぶ。それに3ダメージ。元のコスト1以下の自分の場のフォロワーすべては攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-085
CP02-LD05	〔《偶像》のフラグメント〕二宮飛鳥	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP02-LD05
CP02-SP09a	フォルトゥナ・レジーナ	ナイトメア	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	SP		4	4	デレマス・クール		"
【進化時】自分のデッキの上4枚を見る。その中から、1枚をEXエリアに置いてよい。残りを墓場に置く。

起動コスト1【レッスン_2】：相手の場のフォロワー2体まで選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-SP09a
CP03-083	ファントム・ブラスター・オーバーロード	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	9	6	6	ヴァンガード・シャドウパラディン		"
これをプレイする際、自分の墓場のシャドウパラディン・カードが15枚以上なら、これの元のコストを払うのではなく、場の『ファントム・ブラスター・ドラゴン』1体を墓場に置いてよい。

【守護】【ツインドライブ】

ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。3枚引く。

起動コスト1手札の『ファントム・ブラスター・オーバーロード』1枚を捨てる：これは攻撃力+6/体力+6する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-083
CP03-084	ファントム・ブラスター・ドラゴン	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	3	4	3	ヴァンガード・シャドウパラディン		"
これをプレイする際、追加コストとして場のシャドウパラディン・フォロワー1体を墓場に置く。

進化コスト1：これは進化する。

【疾走】【ツインドライブ】

ファンファーレこれをプレイする際の追加コストとして自分の『ブラスター・ダーク』を場から墓場に置いていたなら、これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-084
CP03-085	ファントム・ブラスター・ドラゴン	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー・エボルヴ	LG		5	4	ヴァンガード・シャドウパラディン		"
【疾走】【ツインドライブ】

【進化時】相手の場のフォロワー1体を選ぶ。自分の墓場のシャドウパラディン・カードが10枚以上なら、それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-085
CP03-086	ブラスター・ダーク	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	3	3	3	ヴァンガード・シャドウパラディン		"
進化コスト1：これは進化する。

【シングルドライブ】

ファンファーレ自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-086
CP03-087	ブラスター・ダーク	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー・エボルヴ	LG		4	4	ヴァンガード・シャドウパラディン		"
【シングルドライブ】

【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分の墓場のシャドウパラディン・カード5枚につき、さらに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-087
CP03-088	髑髏の魔女 ネヴァン	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	4	3	3	ヴァンガード・シャドウパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキの上3枚を見る。その中から、シャドウパラディン・カード1枚を公開して手札に加えてよい。残りを墓場に置く。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-088
CP03-089	虚空の騎士 マスカレード	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	2	2	2	ヴァンガード・シャドウパラディン		"
自分の墓場にシャドウパラディン・カードが10枚以上ある限り、これは【突進】【必殺】を持つ。

【攻撃時】自分の墓場に「カード名に『ブラスター』を含むフォロワー」があるなら、相手のリーダーすべてに2ダメージ。

ファンファーレ自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-089
CP03-090	漆黒の乙女 マーハ	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	3	3	3	ヴァンガード・シャドウパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキから元のコスト2以下のシャドウパラディン・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-090
CP03-091	カースド・ランサー	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	5	5	5	ヴァンガード・シャドウパラディン		"
自分のエンドフェイズが来たとき、相手の場のフォロワー1体を選ぶ。自分の墓場のシャドウパラディン・カードが10枚以上なら、それを破壊する。

ファンファーレ自分のリーダーは体力+3する。自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-091
CP03-092	暗闇の騎士 ルゴス	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	2	2	ヴァンガード・シャドウパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー1体まで選ぶ。それに2ダメージ。これは攻撃力+1/体力+1する。自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-092
CP03-093	黒の賢者 カロン	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	1	2	2	ヴァンガード・シャドウパラディン		"
ファンファーレ自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-093
CP03-094	ドランバウ	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	1	2	2	ヴァンガード・シャドウパラディン		"
自分の墓場にシャドウパラディン・カードが10枚以上ある限り、これは【必殺】を持つ。

自分の場のフォロワーがドライブチェックしたとき、自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-094
CP03-095	ブラスター・ジャベリン	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	3	2	ヴァンガード・シャドウパラディン		"
【突進】

ファンファーレ手札のヴァンガード・カード1枚を捨てる：自分のデッキから『ファントム・ブラスター・ドラゴン』か『ブラスター・ダーク』1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-095
CP03-096	暗黒の盾 マクリール	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	SR	1			ヴァンガード・シャドウパラディン		"
クイック

下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】手札のシャドウパラディン・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-096
CP03-097	グリム・リーパー	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	3	2	ヴァンガード・シャドウパラディン		"
自分の墓場にシャドウパラディン・カードが10枚以上ある限り、これは【疾走】を持つ。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体は攻撃力+2する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-097
CP03-098	アビス・フリーザー	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	3	2	ヴァンガード・シャドウパラディン		"
ファンファーレ手札のシャドウパラディン・カード1枚を捨てる：自分の墓場のシャドウパラディン・フォロワー1枚を選ぶ。それを手札に加える。

----------

（ドライブチェックによってこれが捲れたなら、1枚引く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-098
CP03-099	ダークサイド・トランペッター	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	2	2	ヴァンガード・シャドウパラディン		"
自分のエンドフェイズが来たとき、自分の場のシャドウパラディン・フォロワー1体を選ぶ。自分の墓場のシャドウパラディン・カードが10枚以上なら、それをスタンドする。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体をスタンドする。このターン、それは相手のリーダーを攻撃できない）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-099
CP03-100	アビス・ヒーラー	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	3	ヴァンガード・シャドウパラディン		"
【守護】

ファンファーレ自分の墓場のシャドウパラディン・カードが10枚以上なら、自分のリーダーは体力+3する。

----------

（ドライブチェックによってこれが捲れたなら、自分のリーダーは体力+3する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-100
CP03-101	秘薬の魔女 アリアンロッド	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	2	ヴァンガード・シャドウパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分の手札のシャドウパラディン・カード1枚を捨ててよい。そうしたなら、2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-101
CP03-102	グルルバウ	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	BR	4			ヴァンガード・シャドウパラディン		"
クイック

相手の場のフォロワー1体と自分の墓場のシャドウパラディン・フォロワー1枚まで選ぶ。前者を破壊する。後者を手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-102
CP03-103	フルバウ	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	アミュレット	BR	2			ヴァンガード・シャドウパラディン		"
【スタートアミュレット】（【スタートアミュレット】を持つカードはデッキに1種しか入れられない）

起動これをアクト墓場に置く：自分のデッキの上2枚を墓場に置く。この能力は自分の場にシャドウパラディン・フォロワーがいるなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-103
CP03-LD05	〔漆黒の支配者〕雀ヶ森レン	ナイトメア	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP03-LD05
CSD02b-005	佐城雪美	ナイトメア	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー	SR	2	2	2	デレマス・クール		"
進化コスト1：これは進化する。

ファンファーレコスト2【レッスン_1】：これは攻撃力+1/体力+1する。（【レッスン_1】とは、自分のEXエリアの『魔法のアイテム』1枚を消滅させること）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-005
CSD02b-006	佐城雪美	ナイトメア	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー・エボルヴ	SR		3	3	デレマス・クール		"
【進化時】自分の場の他のクール・フォロワー1体を選ぶ。それは攻撃力+1して、【突進】【指定攻撃】を持つ。（【指定攻撃】を持つフォロワーは、スタンド状態のフォロワーを攻撃できる）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-006
ECP01-037	ヒシミラクル	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	2	2	2	ウマ娘		"
進化コスト1：これは進化する。

食事コスト1：これは出走する。

ファンファーレ自分のデッキの上2枚を墓場に置く。これによって墓場に置いたカードの元のコストがすべて同じなら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-037
ECP01-038	ヒシミラクル	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー・エボルヴ	LG		3	3	ウマ娘		"
自分のエンドフェイズが来たとき、自分のエボルヴデッキの表向きの『にんじん』が9枚以上なら、相手プレイヤーすべてのデッキの上20枚を墓場に置く。

【進化時】手札のウマ娘・カード2枚を捨てる：2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-038
ECP01-039	ダイイチルビー	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	6	2	4	ウマ娘		"
食事コスト1：これは出走する。

自分の他のウマ娘・フォロワーが場から墓場に置かれたとき、相手のリーダーすべてに1ダメージ。自分のリーダーは体力+1する。

ファンファーレ自分の墓場の元のコスト4以下のウマ娘・フォロワーと元のコスト2以下のウマ娘・フォロワーそれぞれ1枚まで選ぶ。それをアクト状態で場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-039
ECP01-040	ドゥラメンテ	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	5	4	4	ウマ娘		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分の墓場のウマ娘・カードが10枚以上なら、自分のPPを3回復する。

ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。それのリーダーに2ダメージ。自分のリーダーは体力+2する。自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-040
ECP01-041	〔マチタン☆アドベンチャー〕マチカネタンホイザ	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

【出走時】自分の墓場の元のコスト3以下のウマ娘・フォロワー1枚まで選ぶ。それを場に出す。これは攻撃力+1/体力+1する。

ファンファーレ自分のデッキの上1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-041
ECP01-042	ケイエスミラクル	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	2	4	4	ウマ娘		"
食事コスト1：これは出走する。

【守護】

自分のメインフェイズが来たとき、これを破壊する。

ラストワード手札のウマ娘・カード1枚を捨てる：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-042
ECP01-043	エアシャカール	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

自分の墓場にウマ娘・カードが20枚以上ある限り、これは【疾走】と「【攻撃時】これは攻撃力+3/体力+3する」を持つ。

【出走時】相手の場のフォロワー1体まで選ぶ。それに3ダメージ。これは攻撃力+1/体力+1する。自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-043
ECP01-044	マンハッタンカフェ	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	1	1	1	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ自分のデッキの上1枚を墓場に置く。

起動これをアクト墓場に置く：自分の墓場の元のコスト2のウマ娘・フォロワー1枚を選ぶ。それを場に出す。この能力は自分の墓場のウマ娘・カードが10枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-044
ECP01-045	TT Ignition!	ナイトメア	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル	GR	5			ウマ娘		"
自分のデッキの上4枚を墓場に置く。場のフォロワーすべてに「これによって墓場に置いたウマ娘・カードの枚数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-045
ECP02-047	〔シンデレラガール〕神崎蘭子	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	5	5	5	デレマス・クール		"
【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。【ネクロチャージ_5】自分のリーダーは体力+3する。【NC_10】相手のリーダーすべてに3ダメージ。（自分の墓場が5枚以上なら、【ネクロチャージ_5】の後の能力が働く。10枚以上なら、さらに【NC_10】の後の能力が働く）

起動【レッスン_1】：1枚引く。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-047
ECP02-048	〔individuals〕星輝子	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	3	2	デレマス・パッション		"
ファンファーレ自分のデッキの上2枚を墓場に置く。

起動コスト1【レッスン_2】これをアクト：自分の墓場の元のコスト2以下のデレマス・フォロワー1枚を選ぶ。それをEXエリアに置く。このターン、それをプレイする際、コストを-2する。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-048
ECP02-049	〔individuals〕早坂美玲	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	2	3	デレマス・キュート		"
自分の墓場にデレマス・カードが10枚以上ある限り、これは【疾走】を持つ。

【攻撃時】相手の場のフォロワー1体を選ぶ。自分の墓場のデレマス・カードが10枚以上なら、それに2ダメージ。

ファンファーレ自分のデッキの上2枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-049
ECP02-050	〔individuals〕森久保乃々	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	1	1	デレマス・クール		"
進化コスト1：これは進化する。

自分の場に「カード名に『早坂美玲』か『星輝子』を含むフォロワー」が出たとき、それは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-050
ECP02-051	〔individuals〕森久保乃々	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		2	2	デレマス・クール		"
自分の場に「カード名に『早坂美玲』か『星輝子』を含むフォロワー」が出たとき、それは攻撃力+1/体力+1する。

【進化時】自分のデッキの上4枚を見る。その中から、元のコスト2以下のデレマス・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-051
ECP02-052	〔チャーミング・スウィート〕二宮飛鳥	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	3	2	デレマス・クール		"
自分の場にクール・フォロワーが3体以上いる限り、これは【疾走】を持つ。

ファンファーレコスト2【レッスン_1】：自分のデッキから「カード名に『神崎蘭子』を含むフォロワー」1枚を探し、EXエリアに置く。このターン、それをプレイする際、コストを-4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-052
ECP02-053	〔紡ぐメメント・モリ〕黒埼ちとせ	ナイトメア	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	3	3	3	デレマス・キュート		"
進化コスト1：これは進化する。

ファンファーレ【レッスン_1】：相手の場のフォロワー1体を選ぶ。それに1ダメージ。自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-053
