cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP16-115	楽朗の天宮・フィルドア	ニュートラル		ブースターパック「新たなる創世」	フォロワー・エボルヴ	GR		4	4	シンガー・光輝		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。それに3ダメージ。

【超進化時】相手の場のカード1枚を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-115
BP16-116	改境の天宮・アルエット	ニュートラル		ブースターパック「新たなる創世」	フォロワー	GR	4	3	3	超克・光輝		"
ファンファーレ『エッジアーティファクト』1体を場に出す。

―――――――――――――――

『エッジアーティファクト』ニュートラル超克・フォロワーコスト5攻撃力3/体力4【突進】【ドレイン】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-116
BP16-117	ベルエンジェル・リア	ニュートラル		ブースターパック「新たなる創世」	フォロワー	GR	1	0	3	天使		"
【守護】

ラストワード自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-117
BP16-118	迸る光明・アポロン	ニュートラル		ブースターパック「新たなる創世」	フォロワー	SR	3	3	3	大神		"
進化コスト1：これは進化する。

ファンファーレ相手のリーダーすべてと相手の場のフォロワーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-118
BP16-119	迸る光明・アポロン	ニュートラル		ブースターパック「新たなる創世」	フォロワー・エボルヴ	SR		4	4	大神		"
【進化時】相手のリーダーすべてと相手の場のフォロワーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-119
BP16-120	神の雷霆	ニュートラル		ブースターパック「新たなる創世」	スペル	SR	5			大神		"
相手の場のフォロワー1体を選ぶ。それに7ダメージ。それのリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-120
BP16-121	改境の再動	ニュートラル		ブースターパック「新たなる創世」	スペル	SR	2			超克・光輝		"
元のコスト5以下の自分の場の超克・トークン・フォロワー1体を選ぶ。それと同名の超克・トークン・フォロワー1体を場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-121
BP16-P32	沈黙の魔将	ニュートラル		ブースターパック「新たなる創世」	フォロワー・トークン	プレミアム	1	5	5	魔王		"
【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-P32
BP16-P33	サタンズサーヴァント	ニュートラル		ブースターパック「新たなる創世」	フォロワー・トークン	プレミアム	1	8	8	魔王					https://shadowverse-evolve.com/cardlist/?cardno=BP16-P33
BP16-P34	辺獄の悪鬼	ニュートラル		ブースターパック「新たなる創世」	フォロワー・トークン	プレミアム	1	6	4	魔王		"
【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに6ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-P34
BP16-P35	アスタロトの宣告	ニュートラル		ブースターパック「新たなる創世」	スペル・トークン	プレミアム	10			魔王		"
相手のリーダーすべての体力を1にする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-P35
CP01-079	〔徹底管理主義〕樫本理子	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	6	6	6	トレセン学園		"
【突進】

【攻撃時】自分の場に他のフォロワーがいないなら、相手のフォロワー1体を選ぶ。それを破壊する。それのリーダーに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-079
CP01-080	紡がれてゆく想い	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	スペル	LG	10			ウマ娘		"
自分のデッキをシャッフルし、上6枚を公開する。その中から、ウマ娘・フォロワーかウマ娘・アミュレットを好きな枚数場に出してよい。残りを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-080
CP01-081	ブスッといっとく？	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	アミュレット	GR	2			トレセン学園		"
自分のメインフェイズが来たとき、サイコロをふる。1なら、自分のリーダーに5ダメージ。2から5なら、1枚引く。6なら、自分のリーダーは体力+3して、これを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-081
CP01-082	〔共に同じ道を！〕 桐生院葵	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	SR	2	1	3	トレセン学園		"
【守護】

自分のフォロワーが出走したとき、それは攻撃力+1/体力+1する。

ファンファーレ自分のエボルヴデッキに表向きで置いた『にんじん』1枚を選ぶ。それを裏向きにする。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-082
CP01-083	安心沢刺々美	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	2	2	2	トレセン学園		"
ファンファーレ自分のデッキの上1枚を公開する。それのコストが奇数なら、相手のリーダーすべてに2ダメージ。偶数なら、自分のリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-083
CP01-084	駿川たづな	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	4	3	5	トレセン学園		"
【守護】

ファンファーレ自分のウマ娘・フォロワー1体を選ぶ。それは攻撃力+1/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-084
CP01-085	にんじん	ニュートラル	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	スペル・エボルヴ	-				-		"
食事することで、そのウマ娘・フォロワーは出走する。（それは【突進】を持つ）

----------

これはエボルヴデッキに10枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-085
CP02-103	ニュージェネレーションズ	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	10	5	5	デレマス・キュート・クール・パッション		"
これをプレイする際、墓場のキュート・カード3枚とクール・カード3枚とパッション・カード3枚を消滅：コストを-9する。

【疾走】【必殺】【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-103
CP02-104	ニューウェーブ	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	6	7	7	デレマス・キュート・クール・パッション		"
ファンファーレ【レッスン_5】：相手の場のカードすべてを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-104
CP02-105	マスタートレーナー	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	8	4	4	デレマス		"
ファンファーレ『魔法のアイテム』5枚をEXエリアに置く。自分のPPを4回復する。

―――――――――――――――

『魔法のアイテム』ニュートラルデレマス・スペルコスト4自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-105
CP02-106	ベテラントレーナー	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SR	4	4	4	デレマス		"
ファンファーレ『魔法のアイテム』2枚をEXエリアに置く。

―――――――――――――――

『魔法のアイテム』ニュートラルデレマス・スペルコスト4自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-106
CP02-107	トレーナー	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	2	2	3	デレマス		"
ファンファーレ自分の場の他のデレマス・フォロワー1体を選ぶ。それは【必殺】か【ドレイン】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-107
CP02-108	ルーキートレーナー	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	1	2	2	デレマス		"
起動これをアクト：自分の場の他のデレマス・フォロワー1体を選ぶ。それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-108
CP02-SP13	#UNICUS	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SP	10	5	5	デレマス・キュート・クール・パッション		"
これをプレイする際、墓場のキュート・カード3枚とクール・カード3枚とパッション・カード3枚を消滅：コストを-9する。

【疾走】【必殺】【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-SP13
CP02-T01	キュートイヤリング	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T01
CP02-T02	キュートペンダント	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T02
CP02-T03	キュートティアラ	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T03
CP02-T04	クールイヤリング	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T04
CP02-T05	クールペンダント	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T05
CP02-T06	クールティアラ	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T06
CP02-T07	パッションイヤリング	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T07
CP02-T08	パッションペンダント	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T08
CP02-T09	パッションティアラ	ニュートラル	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-T09
CP03-125	交錯する力	ニュートラル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	LG	3			ヴァンガード		"
下記から1つチョイスする。自分のエボルヴデッキの表向きの『ドライブポイント』が3枚以上なら、代わりに3つまで。

【1】相手の場のフォロワー1体を選ぶ。それに4ダメージ。【2】自分の墓場のフォロワー1枚を選ぶ。それを手札に加える。【3】自分のリーダーは体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-125
CP03-127	ドライブポイント	ニュートラル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル・エボルヴ	-				-		"
これはエボルヴデッキに10枚まで入れることができる。

----------

（ドライブを持ったフォロワーは、【突進】【シングルドライブ】を持つ）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-127
CSD01-007	〔ようこそ、トレセン学園へ！〕駿川たづな	ニュートラル	ウマ娘 プリティーダービー	コラボスターターデッキ「出走！ウマ娘！」	フォロワー	LG	6	3	5	トレセン学園		"
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）

ファンファーレ自分の墓場のコスト4以下の「ウマ娘・フォロワーかウマ娘・アミュレット」1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD01-007
CSD01-030	樫本理子	ニュートラル	ウマ娘 プリティーダービー	コラボスターターデッキ「出走！ウマ娘！」	フォロワー	BR	2	3	2	トレセン学園		"
起動これをアクト：自分のウマ娘・フォロワー1体を選ぶ。それは攻撃力+1する。それが出走したフォロワーなら、代わりに攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD01-030
CSD01-031	桐生院葵	ニュートラル	ウマ娘 プリティーダービー	コラボスターターデッキ「出走！ウマ娘！」	フォロワー	BR	2	2	3	トレセン学園		"
起動これをアクト：自分のウマ娘・フォロワー1体を選ぶ。それは体力+1する。それが出走したフォロワーなら、代わりに体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD01-031
ECP01-055	祖にして導く者	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	6	4	4	ウマ娘		"
ファンファーレ手札のウマ娘・カード1枚を捨てる：自分のPPを4回復する。

起動これをアクト：下記から1つチョイスする。【1】自分の墓場の元のコスト5以下のウマ娘・フォロワー1枚を選ぶ。それを手札に加える。【2】自分のエボルヴデッキの表向きの『にんじん』2枚まで選ぶ。それを裏向きにする。自分のEPを+1する。【3】自分の場の他のウマ娘・フォロワーすべては攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-055
ECP01-056	Balliamo?	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル	LG	2			ウマ娘		"
自分のデッキからウマ娘・フォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-056
ECP01-057	都留岐涼花	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	6	2	4	トレセン学園		"
自分のエンドフェイズが来たとき、自分のリーダーか自分の場のウマ娘・フォロワー1体を選ぶ。それは体力+2する。

ファンファーレ自分の手札のウマ娘・フォロワー1枚を場に出してよい。それは「自分のエンドフェイズが来たとき、これを手札に戻す」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-057
ECP01-058	開催大成功！	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル・エボルヴ	-				-		"
これはエボルヴデッキに10枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-058
ECP01-059	聖なる夜に重なるキセキ	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル・エボルヴ	-				-		"
これはエボルヴデッキに10枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-059
ECP01-060	1日の終わりに	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル・エボルヴ	-				-		"
これはエボルヴデッキに10枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-060
ECP01-061	開幕ッ！大農耕時代ッ！	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル・エボルヴ	-				-		"
これはエボルヴデッキに10枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-061
ECP01-062	合宿ッ！農家体験ッ！	ニュートラル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル・エボルヴ	-				-		"
これはエボルヴデッキに10枚まで入れることができる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-062
ECP02-072	笑顔のカーテンコール	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル	LG	12			デレマス・キュート・クール・パッション		"
これをプレイする際、自分の墓場のデレマス・カードが10枚以上なら、コストを-5する。

場の「デレマス・タイプを持たないフォロワー」すべてを破壊する。『魔法のアイテム』2枚をEXエリアに置く。自分のリーダーは体力+4する。2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-072
ECP02-SL34	〔ラブレター〕五十嵐響子	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL34
ECP02-SL35	〔つぼみ〕一ノ瀬志希	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL35
ECP02-SL36	〔Lunatic Show〕輿水幸子	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL36
ECP02-SL37	〔Nation Blue〕高垣楓	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL37
ECP02-SL38	〔エイトビートロッカー〕多田李衣菜	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL38
ECP02-SL39	〔パステルピンクな恋〕小早川紗枝	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL39
ECP02-SL40	〔Nation Blue〕神崎蘭子	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL40
ECP02-SL41	〔ド根性☆レポーター〕佐藤心	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL41
ECP02-SL42	〔Brand new！〕辻野あかり	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL42
ECP02-SL43	〔咲いてJewel〕二宮飛鳥	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL43
ECP02-SL44	〔つはものの道〕依田芳乃	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL44
ECP02-SL45	〔ステップトゥーミライ〕佐々木千枝	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL45
ECP02-SL46	〔イケナイGO AHEAD〕橘ありす	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL46
ECP02-SL47	〔重ねた手と日々〕佐城雪美	ニュートラル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	スペル・トークン	-	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SL47
PR-155	魔法の靴	ニュートラル	アイドルマスター シンデレラガールズ	PRカード	スペル・トークン	PR	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=PR-155
PR-156	魔法のドレス	ニュートラル	アイドルマスター シンデレラガールズ	PRカード	スペル・トークン	PR	4			デレマス		"
自分のリーダーは体力+1する。1枚引く。

----------

（※バトル開始時、自分のデッキ構築が「アイドルマスター シンデレラガールズ」タイトル構築なら、『魔法のアイテム』5枚をEXエリアに置く）
"			https://shadowverse-evolve.com/cardlist/?cardno=PR-156
PR-406	スパークルアサルト	ニュートラル		PRカード	スペル	PR	2			傭兵		"
クイック

相手のフォロワー1体を選ぶ。それに3ダメージ。それがエボルヴフォロワーなら、代わりに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=PR-406
SP01-045	不思議な青空・アリス	ニュートラル		スペシャルパック「シーサイド・メモリーズ」	フォロワー	LG	2	2	3	童話		"
ファンファーレ1枚引く。

ファンファーレ元のコスト4以下の相手の場のフォロワー1体を選ぶ。これが手札以外から場に出ていたなら、それをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=SP01-045
