cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP14-091	ネクベト	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	3	2	2	信仰・鳥族		"
これはEXエリアからプレイできない。

進化コスト1：これは進化する。

相手のエンドフェイズが来たとき、これがEXエリアにあるなら、コスト2：相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-091
BP14-092	ネクベト	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	GR		3	3	信仰・鳥族		"
【進化時】自分のPPを2回復する。

ラストワードこれをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-092
BP14-093	淀みの神父	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	GR	4	2	4	狂信		"
【守護】

ターンごとに1回、自分のリーダーの体力を+したとき、相手の場のフォロワー1体を選ぶ。それに4ダメージ。

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト2以下の狂信・カード1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。このターン、それをプレイする際、コストを-2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-093
BP14-094	清めの間	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	アミュレット	GR	1			宴楽・狂信		"
ファンファーレ『招来の狐』2枚をEXエリアに置く。

起動これをアクト墓場に置く：自分のEXエリアの『招来の狐』1枚を場に出す。この能力は自分の場に元のコスト2以上の狂信・フォロワーがいるなら使える。

―――――――――――――――

『招来の狐』ビショップ宴楽・狂信・獣・フォロワーコスト1攻撃力0/体力1【守護】ファンファーレ自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-094
BP14-095	警策の翼人	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	2	2	2	宴楽・狂信・鳥族		"
進化コスト1：これは進化する。

ファンファーレ『招来の狐』1枚をEXエリアに置く。

―――――――――――――――

『招来の狐』ビショップ宴楽・狂信・獣・フォロワーコスト1攻撃力0/体力1【守護】ファンファーレ自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-095
BP14-096	警策の翼人	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	SR		3	3	宴楽・狂信・鳥族		"
自分のリーダーの体力を+したとき、相手のリーダーすべてに1ダメージ。

【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-096
BP14-097	ブーメランシスター	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	SR	3	4	3	信仰		"
ファンファーレEXエリアのカード1枚を消滅：相手の場のフォロワー1体を選ぶ。それをEXエリアに置く。

起動コスト2EXエリアのカード1枚を消滅：相手の場のフォロワー1体を選ぶ。それをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-097
BP14-098	信仰の一撃	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル	SR	3			信仰		"
クイック

相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-098
BP14-099	双刃のフェザーフォルク	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	4	3	3	鳥族		"
進化コスト1：これは進化する。

ファンファーレ相手の場のフォロワー1体を選ぶ。自分のデッキの上1枚を墓場に置く。「ビショップでないカード」を墓場に置いたなら、それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-099
BP14-100	双刃のフェザーフォルク	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・エボルヴ	BR		4	4	鳥族		"
【進化時】相手の場のフォロワー1体を選ぶ。それに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-100
BP14-101	福呼びの狐	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	2	2	3	宴楽・狂信・獣		"
【守護】

自分のリーダーの体力を+したとき、これをアクト：1枚引く。

ファンファーレ『招来の狐』1枚をEXエリアに置く。

―――――――――――――――

『招来の狐』ビショップ宴楽・狂信・獣・フォロワーコスト1攻撃力0/体力1【守護】ファンファーレ自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-101
BP14-102	ペガサスナイト	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	4	4	4	信仰・獣		"
【突進】

自分のターンごとに1回、自分のリーダーの体力を+したとき、『ホーリーファルコン』1体を場に出す。

自分の場にビショップトークン・フォロワーが出たとき、相手の場のフォロワー1体を選ぶ。それをアクトする。

―――――――――――――――

『ホーリーファルコン』ビショップ鳥族・フォロワーコスト3攻撃力2/体力2【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-102
BP14-103	アルミラージディフェンサー	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー	BR	5	4	4	信仰・獣		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、1枚をEXエリアに置いてよい。残りを好きな順にデッキの下に置く。それが元のコスト4以下の獣・フォロワーなら、このターン、それをプレイする際、コストを-4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-103
BP14-104	白鷲の洗礼	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	アミュレット	BR	6			信仰・偶像・鳥族		"
自分の場に『ホーリーファルコン』が出たとき、それは攻撃力+1/体力+1する。

ファンファーレ『ホーリーファルコン』2体を場に出す。

―――――――――――――――

『ホーリーファルコン』ビショップ鳥族・フォロワーコスト3攻撃力2/体力2【疾走】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-104
BP14-P33	水銀の断絶	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	スペル・トークン	プレミアム	1			信仰・超克		"
クイック

このターン、自分のリーダーが受けるダメージを-1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-P33
BP14-T06	招来の狐	ビショップ		ブースターパック第14弾「夢幻の饗󠄀宴」	フォロワー・トークン	-	1	0	1	宴楽・狂信・獣		"
【守護】

ファンファーレ自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP14-T06
BP15-094	絶望の安息・マーウィン	ビショップ		ブースターパック「絶傑の試練」	フォロワー	LG	4	4	4	絶傑・狂信		"
進化コスト3：これは進化する。

【守護】

相手のメインフェイズが来たとき、自分のリーダーは体力+2する。

ファンファーレ相手プレイヤー1人の場のフォロワーが3体以上なら、『絶望の奔流』1枚をEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-094
BP15-095	絶望の安息・マーウィン	ビショップ		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	LG		5	5	絶傑・狂信		"
【守護】

相手のメインフェイズが来たとき、自分のリーダーは体力+2する。

【進化時】場の他のフォロワーすべてを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-095
BP15-096	ブライトパラディン・ウィルバート	ビショップ		ブースターパック「絶傑の試練」	フォロワー	LG	4	3	4	挑戦者・先導		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト2以下の【守護】を持つフォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。

起動これをアクト：相手の場のフォロワー1体を選ぶ。それを破壊する。この能力は自分の場の【守護】を持つフォロワーが3体以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-096
BP15-097	闇穿つ煌き・サリッサ	ビショップ		ブースターパック「絶傑の試練」	フォロワー	LG	2	2	2	先導・獣		"
【守護】

自分の場にカードが3枚以上ある限り、これは【疾走】を持つ。

ファンファーレ相手の場のフォロワー1体を選ぶ。それは攻撃力-1/体力-1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-097
BP15-098	呪われた翼・シロ	ビショップ		ブースターパック「絶傑の試練」	フォロワー	GR	4	3	3	先導・狂信・鳥族		"
進化コスト1：これは進化する。

【守護】

ファンファーレ自分の墓場の元のコスト2以下の【守護】を持つフォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-098
BP15-099	呪われた翼・シロ	ビショップ		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	GR		4	4	先導・狂信・鳥族		"
【守護】

【進化時】相手の場のフォロワーすべてに「自分の場の他の【守護】を持つフォロワーの数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-099
BP15-100	廻り出す運命	ビショップ		ブースターパック「絶傑の試練」	スペル	GR	5			先導・超克		"
自分のデッキから『デウスエクスマキナ』1枚を探し、場に出す。『エンシェントアーティファクト』1体か『ミスティックアーティファクト』1体を場に出す。

―――――――――――――――

『エンシェントアーティファクト』ニュートラル超克・フォロワーコスト1攻撃力3/体力1【突進】

『ミスティックアーティファクト』ニュートラル超克・フォロワーコスト3攻撃力2/体力3【守護】ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-100
BP15-101	悠久の絶望	ビショップ		ブースターパック「絶傑の試練」	アミュレット	GR	1			絶傑・狂信		"
自分の場に「カード名に『マーウィン』を含むフォロワー」が出たとき、自分の墓場のこれをEXエリアに置いてよい。そうしたなら、自分のリーダーは体力+1する。

起動これをアクト墓場に置く：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-101
BP15-102	絶望の崇拝者	ビショップ		ブースターパック「絶傑の試練」	フォロワー	SR	2	1	1	絶傑・狂信		"
進化コスト1：これは進化する。

相手のメインフェイズが来たとき、相手の場のフォロワー1体を選ぶ。これがスタンド状態なら、このターン、それは相手を攻撃できない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-102
BP15-103	絶望の崇拝者	ビショップ		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	SR		2	2	絶傑・狂信		"
相手のメインフェイズが来たとき、相手の場のフォロワー1体を選ぶ。これがスタンド状態なら、このターン、それは相手を攻撃できない。

【進化時】相手の場のフォロワー1体を選ぶ。自分の場か自分の墓場に「カード名に『マーウィン』を含むフォロワー」があるなら、それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-103
BP15-104	背理盾・ゼノン	ビショップ		ブースターパック「絶傑の試練」	アミュレット	SR	1			挑戦者・先導		"
ファンファーレ自分のデッキの上3枚を見る。その中から、【守護】を持つフォロワー1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

起動これをアクト墓場に置く：自分の場の【守護】を持つフォロワー1体を選ぶ。それは体力+1する。この能力は自分の場の【守護】を持つフォロワーが3体以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-104
BP15-105	神聖なる雄叫び	ビショップ		ブースターパック「絶傑の試練」	アミュレット	SR	3			信仰・獣		"
ファンファーレ『ホーリータイガー』1体を場に出す。

起動これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それに2ダメージ。この能力は自分の墓場のアミュレットが3枚以上なら使える。

―――――――――――――――

『ホーリータイガー』ビショップ獣・フォロワーコスト4攻撃力4/体力4【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-105
BP15-106	神殿の癒し手	ビショップ		ブースターパック「絶傑の試練」	フォロワー	BR	2	1	3	信仰		"
進化コスト1：これは進化する。

【守護】

ファンファーレ手札の【守護】を持つフォロワー1枚を捨てる：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-106
BP15-107	神殿の癒し手	ビショップ		ブースターパック「絶傑の試練」	フォロワー・エボルヴ	BR		2	4	信仰		"
【守護】

【進化時】1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-107
BP15-108	安息の隠者	ビショップ		ブースターパック「絶傑の試練」	フォロワー	BR	3	1	5	絶傑・狂信		"
相手のメインフェイズが来たとき、相手の場のフォロワーすべてに「これの攻撃力」と同じダメージ。

ファンファーレコスト2：これは攻撃力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-108
BP15-109	熟達の翼戦士	ビショップ		ブースターパック「絶傑の試練」	フォロワー	BR	2	2	2	信仰・鳥族		"
【守護】

ファンファーレ自分の場の他の【守護】を持つビショップフォロワー1体を選ぶ。自分の場の【守護】を持つフォロワーが3体以上なら、それは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-109
BP15-110	カラドリウス	ビショップ		ブースターパック「絶傑の試練」	フォロワー	BR	6	6	6	信仰・鳥族		"
【突進】

ファンファーレ場のアミュレット1つを墓場に置く：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-110
BP15-111	聖なるジャッジガベル	ビショップ		ブースターパック「絶傑の試練」	アミュレット	BR	2			信仰		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それに3ダメージ。

ラストワード自分のリーダーは体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-111
BP15-PR07	尽きぬ力・ソフィーナ	ビショップ		ブースターパック「絶傑の試練」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR07
BP15-PR08	禍福巡る輪・スロース	ビショップ		ブースターパック「絶傑の試練」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR08
BP15-PR16	絶望の奔流	ビショップ		ブースターパック「絶傑の試練」	スペル・トークン	プレミアム	0			絶傑・狂信		"
相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP15-PR16
BP16-093	大いなる熾天使・ラピス	ビショップ		ブースターパック「新たなる創世」	アミュレット	LG	3	5	5	信仰・先導・光輝		"
これの祈りカウンターが4個以上である限り、これはフォロワーである。

自分のメインフェイズが来たとき、自分の場の他のカードを好きな枚数選ぶ。それとこれに祈りカウンター1個を置く。

【攻撃時】自分のデッキから『封じられし熾天使』1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-093
BP16-094	裁決のアナテマ・ロデオ	ビショップ		ブースターパック「新たなる創世」	フォロワー	LG	4	3	4	アナテマ・先導		"
進化コスト1：これは進化する。

自分のエンドフェイズが来たとき、自分の場のアミュレットが2つ以上なら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-094
BP16-095	裁決のアナテマ・ロデオ	ビショップ		ブースターパック「新たなる創世」	フォロワー・エボルヴ	LG		4	5	アナテマ・先導		"
自分のエンドフェイズが来たとき、自分の場のアミュレットが2つ以上なら、自分のリーダーは体力+2する。

【進化時】自分のデッキから元のコスト3以下のアミュレット1枚を探し、場に出す。

【超進化時】自分のデッキから元のコスト5以下のアミュレット1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-095
BP16-096	デュアルカノンマザー・ラナ	ビショップ		ブースターパック「新たなる創世」	フォロワー	LG	6	3	3	荒野・信仰		"
ファンファーレ自分のデッキから「これと同名を除く荒野・カード」を元のコストの合計が6以下になるように2枚まで探し、EXエリアに置く。このターン、それをプレイする際、コストを0にする。『機動二輪車』1つを場に出す。

起動コスト0：相手の場のフォロワーすべてに1ダメージ。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-096
BP16-097	禁密の天宮・ロナヴェロ	ビショップ		ブースターパック「新たなる創世」	フォロワー	GR	3	3	3	信仰・先導		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-097
BP16-098	禁密の天宮・ロナヴェロ	ビショップ		ブースターパック「新たなる創世」	フォロワー・エボルヴ	GR		4	4	信仰・先導		"
【進化時】相手の場のフォロワー1体を選ぶ。それの攻撃力を0にする。それの体力を1にする。それをアクトする。

【超進化時】自分の墓場の元のコスト4以下の信仰・スペル1枚か元のコスト4以下の信仰・アミュレット1枚を選ぶ。それをEXエリアに置く。このターン、それをプレイする際、コストを-4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-098
BP16-099	水の守護神・サレファ	ビショップ		ブースターパック「新たなる創世」	フォロワー	GR	2	2	3	信仰・先導・光輝		"
ファンファーレ場のアミュレット1つをアクト：相手の場のフォロワー1体を選ぶ。次のそれのプレイヤーのターン中、それは相手を攻撃できない。

起動場のアミュレット1つをアクト：相手の場のフォロワー1体を選ぶ。次のそれのプレイヤーのターン中、それは相手を攻撃できない。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-099
BP16-100	獣姫の誓約	ビショップ		ブースターパック「新たなる創世」	アミュレット	GR	2			信仰		"
自分の場に『ホーリータイガー』が出たとき、相手の場のフォロワー1体を選ぶ。それをアクトする。

起動コスト2これをアクト場の他のアミュレット1つを墓場に置く：『ホーリータイガー』1体を場に出す。

―――――――――――――――

『ホーリータイガー』ビショップ獣・フォロワーコスト4攻撃力4/体力4【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-100
BP16-101	聖心のプリズムプリースト	ビショップ		ブースターパック「新たなる創世」	フォロワー	SR	2	1	1	先導・鳥族		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上3枚を見る。その中から、アミュレット1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-101
BP16-102	聖心のプリズムプリースト	ビショップ		ブースターパック「新たなる創世」	フォロワー・エボルヴ	SR		2	2	先導・鳥族		"
【進化時】自分の手札の元のコスト2以下のアミュレット1枚を場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-102
BP16-103	煌翼のフェザーフォルク・リノ	ビショップ		ブースターパック「新たなる創世」	フォロワー	SR	2	3	2	先導・鳥族		"
【突進】

【攻撃時】相手のリーダーすべてに1ダメージ。

ファンファーレこれが能力によって場に出ていたなら、これは【指定攻撃】とこのターン、「これはダメージを受けない」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-103
BP16-104	穏やかなる教会	ビショップ		ブースターパック「新たなる創世」	アミュレット	SR	1			信仰		"
ファンファーレ自分のデッキから先導・アミュレット1枚を探し、手札に加える。

ラストワード自分のリーダーは体力+1する。

起動これをアクト：これを墓場に置く。この能力はこれに祈りカウンターが置かれているなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-104
BP16-105	鉄拳の神父	ビショップ		ブースターパック「新たなる創世」	フォロワー	BR	4	4	4	信仰		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-105
BP16-106	鉄拳の神父	ビショップ		ブースターパック「新たなる創世」	フォロワー・エボルヴ	BR		5	5	信仰		"
【守護】

【進化時】相手のリーダーすべてに4ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-106
BP16-107	大地の守護神・ミーヴェ	ビショップ		ブースターパック「新たなる創世」	フォロワー	BR	3	3	4	狂信・先導・光輝		"
【守護】

ファンファーレ場のアミュレット1つを墓場に置く：これは攻撃力+1/体力+1する。自分のリーダーは体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-107
BP16-108	セイントシールダー	ビショップ		ブースターパック「新たなる創世」	フォロワー	BR	5	4	6	信仰		"
【守護】

自分のターン中、これはダメージを受けない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-108
BP16-109	潜みしマイニュ	ビショップ		ブースターパック「新たなる創世」	フォロワー	BR	2	2	2	狂信		"
【オーラ】

自分の場にアミュレットが出たとき、これは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-109
BP16-110	禁密の聖地	ビショップ		ブースターパック「新たなる創世」	アミュレット	BR	4			信仰・先導		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それを破壊する。

起動これをアクト墓場に置く：相手のリーダーすべてに2ダメージ。1枚引く。この能力はこのターン、自分の場のフォロワーが進化していたなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP16-110
CP01-066	メジロマックイーン	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	4	4	4	ウマ娘・メジロ家		"
進化コスト1：これは進化する。

食事コスト1：これは出走する。

【守護】

ファンファーレアミュレット1つを墓場に置く：相手のリーダー1人か相手のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-066
CP01-067	メジロマックイーン	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー・エボルヴ	LG		5	5	ウマ娘・メジロ家		"
【守護】

【進化時】自分の墓場のアミュレット1枚を選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-067
CP01-068	ゴールドシップ	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	8	8	8	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ自分のデッキの上1枚を公開する。相手のリーダーすべてにXダメージ。自分のリーダーは体力+Xする。Xは「公開したカードのコスト」である。

起動コスト10：これは攻撃力+10/体力+10する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-068
CP01-069	イクノディクタス	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	2	4	ウマ娘		"
食事コスト1：これは出走する。

【守護】

ファンファーレ自分のデッキの上3枚を見る。その中から、ウマ娘・カードかアミュレット1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-069
CP01-070	その背中を越えて	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	アミュレット	GR	1			ウマ娘		"
ファンファーレ自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

起動コスト2これをアクト墓場に置く：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-070
CP01-071	メイショウドトウ	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	SR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分のデッキからコスト1のアミュレット1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-071
CP01-072	メジロライアン	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	SR	2	3	2	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

自分のメジロ家・フォロワーかアミュレットが場を離れたとき、これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-072
CP01-073	運の行方	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	アミュレット	SR	4			ウマ娘		"
ファンファーレ相手のフォロワー1体を選ぶ。それを破壊する。

起動これをアクト墓場に置く：自分のデッキの上1枚を見る。その中から、コスト7のカード1枚を公開して手札に加えてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-073
CP01-074	イナリワン	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	2	2	3	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ手札のアミュレット1枚を捨てる：これは攻撃力+2して、【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-074
CP01-075	メジロドーベル	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	2	2	2	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-075
CP01-076	メジロアルダン	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	1	3	3	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

【守護】

自分のメインフェイズが来たとき、自分の場に「これと同名でないメジロ家・フォロワー」がいないなら、これを手札に戻す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-076
CP01-077	メジロパーマー	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	4	4	4	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

ファンファーレ自分のデッキからメジロ家・フォロワー1枚を探し、手札に加える。

ファンファーレ自分の墓場に『おどれ・さわげ・フェスれ！』があるなら、これは攻撃力+1/体力+1して、【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-077
CP01-078	テイエムオペラオー	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	フォロワー	BR	7	6	6	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ相手のフォロワー1体を選ぶ。それを消滅させる。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP01-078
CP01-LD08	〔バカと笑え〕メジロパーマー	ビショップ	ウマ娘 プリティーダービー	コラボパック「ウマ娘 プリティーダービー」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP01-LD08
CP02-086	高垣楓	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	5	3	5	デレマス・クール		"
【守護】

自分のエンドフェイズが来たとき、自分のリーダーの体力5以下なら、自分のリーダーは体力+5する。1枚引く。

ファンファーレ相手の場のフォロワー1体を選ぶ。それを消滅させる。

起動コスト1【レッスン_1】：これは【オーラ】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-086
CP02-087	佐藤心	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	3	3	3	デレマス・パッション		"
進化コスト6：これは進化する。

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-087
CP02-088	佐藤心	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		5	5	デレマス・パッション		"
【進化時】自分の墓場の元のコスト8以下のフォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-088
CP02-089	安部菜々	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	3	3	2	デレマス・キュート		"
進化コスト1：これは進化する。

ファンファーレ自分のデッキの上5枚を見る。その中から、アミュレット1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-089
CP02-090	安部菜々	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	GR		4	3	デレマス・キュート		"
【進化時】自分の手札の元のコスト3以下のアミュレット1枚を場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-090
CP02-091	日野茜	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	5	5	5	デレマス・パッション		"
【突進】【指定攻撃】

【攻撃時】相手のリーダーすべてに2ダメージ。

起動コスト2【レッスン_1】：これは【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-091
CP02-092	教室の白百合	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	アミュレット	GR	3			デレマス・クール		"
ファンファーレ自分のリーダーは体力+2する。1枚引く。

Q起動コスト2これをアクト墓場に置く：自分の墓場のデレマス・フォロワー1枚を選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-092
