cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
CP03-023	爆炎の剣士 バロミデス	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	4	5	3	ヴァンガード・ロイヤルパラディン		"
自分の墓場にロイヤルパラディン・カードが15枚以上ある限り、これは【疾走】と「【攻撃時】これは攻撃力+1/体力+1する」を持つ。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-023
CP03-024	スターコール・トランペッター	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	4	3	3	ヴァンガード・ロイヤルパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー1体まで選ぶ。それに4ダメージ。これは攻撃力+1/体力+1する。

ファンファーレ自分のデッキから「カード名に『ブラスター』を含むフォロワー」2枚まで探す。その中から、1枚を手札に加える。1枚を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-024
CP03-025	ハイドッグブリーダー アカネ	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	5	3	3	ヴァンガード・ロイヤルパラディン		"
進化コスト2：これは『ソウルセイバー・ドラゴン』に進化する。

ファンファーレ自分のデッキの上5枚を見る。その中から、元のコスト2以下のロイヤルパラディン・フォロワー2枚まで場に出してよい。残りを好きな順にデッキの下に置く。それは【突進】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-025
CP03-026	ソウルセイバー・ドラゴン	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー・エボルヴ	GR		5	5	ヴァンガード・ロイヤルパラディン		"
【ツインドライブ】

【進化時】自分の場の他のロイヤルパラディン・フォロワー2体まで選ぶ。それは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-026
CP03-027	忠義の騎士 ベディヴィア	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	2	3	2	ヴァンガード・ロイヤルパラディン		"
【守護】

ファンファーレ自分の場に「カード名に『ブラスター』を含むフォロワー」がいるなら、これは攻撃力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-027
CP03-028	孤高の騎士 ガンスロッド	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	4	4	4	ヴァンガード・ロイヤルパラディン		"
【突進】【指定攻撃】【ツインドライブ】

ファンファーレ自分の墓場に『ブラスター・ブレード』があるなら、2枚引く。自分の手札1枚を捨てる。このターン、これはダメージを受けない。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-028
CP03-029	友誼の騎士 ケイ	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	3	4	3	ヴァンガード・ロイヤルパラディン		"
これをプレイする際、エボルヴデッキの表向きの「カード名に『ブラスター』を含むエボルヴフォロワー」1枚を裏向きにする：コストを-3する。

【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-029
CP03-030	ばーくがる	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	1	0	1	ヴァンガード・ロイヤルパラディン		"
自分のロイヤルパラディン・カードの能力によってこれを自分の手札から捨てたとき、これをEXエリアに置いてよい。

【守護】

ラストワード1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-030
CP03-031	みるびる	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	1	1	1	ヴァンガード・ロイヤルパラディン		"
ファンファーレ手札のロイヤルパラディン・カード1枚を公開：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-031
CP03-032	若年のペガサスナイト	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	3	2	2	ヴァンガード・ロイヤルパラディン		"
ファンファーレ自分のデッキの上3枚を見る。その中から、元のコスト2以下のロイヤルパラディン・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-032
CP03-033	といぷがる	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	3	2	ヴァンガード・ロイヤルパラディン		"
ファンファーレ元のコスト4以上の自分の場のヴァンガード・フォロワー1体を選ぶ。それは攻撃力+2/体力+2して、【突進】【指定攻撃】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-033
CP03-034	ぽーんがる	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	2	2	ヴァンガード・ロイヤルパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキの上1枚を見る。その中から、1枚を公開して手札に加えてよい。ロイヤルパラディン・カードを公開したなら、相手のリーダーすべてに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-034
CP03-035	未来の騎士 リュー	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	3	ヴァンガード・ロイヤルパラディン		"
ファンファーレ手札のヴァンガード・カード1枚を捨てる：自分のデッキから『ブラスター・ブレード』1枚を探し、手札に加える。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体は攻撃力+2する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-035
CP03-036	まぁるがる	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	2	2	ヴァンガード・ロイヤルパラディン		"
ファンファーレ手札のロイヤルパラディン・カード1枚を捨てる：1枚引く。

----------

（ドライブチェックによってこれが捲れたなら、1枚引く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-036
CP03-037	ふろうがる	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	3	ヴァンガード・ロイヤルパラディン		"
自分のエンドフェイズが来たとき、これをスタンドする。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体をスタンドする。このターン、それは相手のリーダーを攻撃できない）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-037
CP03-038	世界樹の巫女 エレイン	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	3	ヴァンガード・ロイヤルパラディン		"
【守護】

ファンファーレ自分のリーダーは体力+2する。

----------

（ドライブチェックによってこれが捲れたなら、自分のリーダーは体力+3する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-038
CP03-039	スターライト・ユニコーン	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	2	ヴァンガード・ロイヤルパラディン		"
自分の場のフォロワーがドライブチェックしたとき、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-039
CP03-040	真理の騎士 ゴードン	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	BR	2			ヴァンガード・ロイヤルパラディン		"
クイック

下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに3ダメージ。【2】このターン、自分のリーダーが次に受けるダメージを-5する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-040
CP03-041	ういんがる・ぶれいぶ	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	アミュレット	BR	2			ヴァンガード・ロイヤルパラディン		"
【スタートアミュレット】（【スタートアミュレット】を持つカードはデッキに1種しか入れられない）

起動これをアクト墓場に置く：1枚引く。自分の手札1枚を捨てる。この能力は自分の場にロイヤルパラディン・フォロワーがいるなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-041
CP03-LD02	〔絆の導き手〕先導アイチ	ロイヤル	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP03-LD02
CSD02a-001	〔P.C.S〕島村卯月	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	フォロワー	LG	7	4	4	デレマス・キュート		"
ファンファーレ自分の墓場の元のコスト4以下のキュート・フォロワーと元のコスト2以下のキュート・フォロワーそれぞれ1枚まで選ぶ。それを場に出す。それは攻撃力+1/体力+1する。

起動【レッスン_1】：自分のリーダーは体力+3する。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-001
CSD02a-002	〔P.C.S〕五十嵐響子	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	フォロワー	LG	4	4	4	デレマス・キュート		"
【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。それは攻撃力-X/体力-Xする。Xは「自分の場のキュート・フォロワーの数」である。

起動【レッスン_1】：相手の場のフォロワー1体を選ぶ。それは攻撃力-1/体力-1する。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-002
CSD02a-003	〔P.C.S〕小日向美穂	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	フォロワー	LG	2	2	2	デレマス・キュート		"
自分の場にキュート・フォロワーが3体以上いる限り、これは【突進】を持つ。

ファンファーレ自分のデッキの上1枚を見る。その中から、キュート・カード1枚を公開して手札に加えてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-003
CSD02a-LD01	〔ステージオブマジック〕島村卯月	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-LD01
CSD02b-001	〔Triad Primus〕渋谷凛	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー	LG	3	3	3	デレマス・クール		"
【疾走】

ファンファーレ自分の場のクール・フォロワーが3体以上なら、攻撃力3以下の自分の場の他のフォロワー1体を選ぶ。それは【疾走】を持つ。

起動コスト1【レッスン_1】：これは攻撃力+1する。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-001
CSD02b-002	〔オーバー・ザ・レインボー〕神谷奈緒	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー	LG	5	3	3	デレマス・クール		"
ファンファーレ自分のデッキの上5枚を見る。その中から、クール・フォロワーを元のコストの合計が4以下になるように2枚まで場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-002
CSD02b-003	〔ソング・フォー・ライフ〕北条加蓮	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー	LG	1	3	2	デレマス・クール		"
自分のエンドフェイズが来たとき、自分の場に他のクール・フォロワーがいないなら、これに1ダメージ。

起動コスト3【レッスン_1】：自分の場のフォロワーすべては攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-003
CSD02b-009	松尾千鶴	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー	BR	2	2	3	デレマス・クール		"
ファンファーレ自分の場の他のクール・フォロワー1体を選ぶ。それは攻撃力+1する。

ラストワード自分の場のクール・フォロワー1体を選ぶ。それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-009
CSD02b-LD01	〔ステージオブマジック〕渋谷凛	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-LD01
CSD02c-001	〔ポジティブパッション〕本田未央	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー	LG	6	5	5	デレマス・パッション		"
【突進】

ファンファーレ自分のデッキの上2枚を見る。その中から、パッション・フォロワー1枚を場に出してよい。残りを墓場に置く。

起動コスト2【レッスン_2】：自分のデッキの上2枚を見る。その中から、パッション・フォロワー1枚を場に出してよい。残りを墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-001
CSD02c-007	赤城みりあ	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー	SR	2	2	2	デレマス・パッション		"
進化コスト1：これは進化する。

ファンファーレコスト2【レッスン_1】：これは攻撃力+1/体力+1する。（【レッスン_1】とは、自分のEXエリアの『魔法のアイテム』1枚を消滅させること）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-007
CSD02c-008	赤城みりあ	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー・エボルヴ	SR		3	3	デレマス・パッション		"
【進化時】手札のパッション・カード1枚を捨てる：2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-008
CSD02c-009	矢口美羽	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー	BR	3	2	4	デレマス・パッション		"
【守護】

ファンファーレ自分のデッキの上1枚を墓場に置く。元のコストが奇数のカードを墓場に置いたなら、1枚引く。元のコストが偶数のカードを墓場に置いたなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-009
CSD02c-010	松山久美子	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー	BR	4	4	4	デレマス・パッション		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-010
CSD02c-011	松山久美子	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー・エボルヴ	BR		5	5	デレマス・パッション		"
【進化時】自分の墓場の元のコスト3以下のパッション・フォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-011
CSD02c-LD01	〔ステージオブマジック〕本田未央	ロイヤル	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-LD01
CSD03a-001	アルフレッド・アーリー	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	LG	4	3	3	ヴァンガード・ロイヤルパラディン		"
進化コスト2：これは『騎士王 アルフレッド』に進化する。

【疾走】【ツインドライブ】（【疾走】を持つフォロワーは、場に出たターンから攻撃できる）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-001
CSD03a-002	騎士王 アルフレッド	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー・エボルヴ	LG		4	4	ヴァンガード・ロイヤルパラディン		"
【疾走】【ツインドライブ】（【ツインドライブ】を持つフォロワーは、攻撃したとき、ドライブチェックを2回する）

【進化時】自分のデッキから元のコスト3以下のロイヤルパラディン・フォロワー1枚を探し、場に出す。自分の墓場のロイヤルパラディン・カードが15枚以上なら、それとこれは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-002
CSD03a-003	ブラスター・ブレード	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	LG	3	3	3	ヴァンガード・ロイヤルパラディン		"
進化コスト1：これは進化する。

【シングルドライブ】（【シングルドライブ】を持つフォロワーは、攻撃したとき、ドライブチェックを1回する）

ファンファーレこれが能力によって場に出ていたなら、これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-003
CSD03a-004	ブラスター・ブレード	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー・エボルヴ	LG		4	4	ヴァンガード・ロイヤルパラディン		"
【シングルドライブ】

【進化時】相手の場のフォロワー1体を選ぶ。それに「自分の場のロイヤルパラディン・フォロワーの数」の2倍のダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-004
CSD03a-005	ういんがる	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	GR	1	2	2	ヴァンガード・ロイヤルパラディン		"
起動コスト3これをアクト：自分の墓場の『ブラスター・ブレード』1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-005
CSD03a-006	断罪の騎士 ボールス	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	GR	3	3	3	ヴァンガード・ロイヤルパラディン		"
憑依コスト1：これはドライブを持つ。

【指定攻撃】（【指定攻撃】を持つフォロワーは、スタンド状態のフォロワーを攻撃できる）

【ドライブ獲得時】これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-006
CSD03a-007	閃光の盾 イゾルデ	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	スペル	GR	1			ヴァンガード・ロイヤルパラディン		"
クイック

下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】手札のロイヤルパラディン・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-007
CSD03a-008	沈黙の騎士 ギャラティン	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	SR	5	5	4	ヴァンガード・ロイヤルパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。相手のリーダーすべてに3ダメージ。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-008
CSD03a-009	小さな賢者 マロン	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	SR	3	3	4	ヴァンガード・ロイヤルパラディン		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、ロイヤルパラディン・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-009
CSD03a-010	湖の巫女 リアン	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	SR	2	2	3	ヴァンガード・ロイヤルパラディン		"
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）

ファンファーレ手札のロイヤルパラディン・カード1枚を捨てる：自分の墓場のロイヤルパラディン・フォロワー1枚を選ぶ。それを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-010
CSD03a-011	薔薇の騎士 モルガーナ	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	フォロワー	SR	2	2	2	ヴァンガード・ロイヤルパラディン		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー1体まで選ぶ。それに2ダメージ。これは攻撃力+1/体力+1する。

【攻撃時】手札のロイヤルパラディン・カード1枚を捨てる：これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-011
CSD03a-016	スターダスト・トランペッター	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	アミュレット	BR	2			ヴァンガード・ロイヤルパラディン		"
【スタートアミュレット】

起動これをアクト墓場に置く：自分の場のヴァンガード・フォロワー1体を選ぶ。それは攻撃力+1/体力+1する。

----------

（※自分のデッキ構築が「カードファイト!! ヴァンガード」タイトル構築なら、自分のデッキから【スタートアミュレット】を持つカード1枚を場に出した状態でバトルを開始する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-016
CSD03a-LD01	〔立ち上がれ僕の分身!!〕先導アイチ	ロイヤル	カードファイト!! ヴァンガード	コラボスターターデッキ「聖域の騎士団」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CSD03a-LD01
ECP01-010	ジェンティルドンナ	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	7	6	6	ウマ娘		"
進化コスト1：これは進化する。

食事コスト1：これは出走する。

これが場にいる限り、相手プレイヤーすべてのファンファーレ能力と【進化時】能力は誘発しない。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-010
ECP01-011	ジェンティルドンナ	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー・エボルヴ	LG		7	7	ウマ娘		"
これが場にいる限り、相手プレイヤーすべてのファンファーレ能力と【進化時】能力は誘発しない。

【進化時】場の他のフォロワーすべてに7ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-011
ECP01-012	〔Enchaínement〕シンボリルドルフ	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	4	3	3	ウマ娘		"
食事コスト1：これは出走する。

食事食事コスト2：これは2回出走する。

食事食事食事コスト3：これは3回出走する。

【出走時】これは攻撃力+1/体力+1する。自分のデッキの上3枚を見る。その中から、元のコスト3以下のウマ娘・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-012
ECP01-013	〔Escorte étoile〕シリウスシンボリ	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	2	2	2	ウマ娘		"
食事コスト1：これは出走する。

【疾走】【威圧】

ファンファーレ自分の場のウマ娘・カードが3枚以上なら、これは体力+1して、「【攻撃時】1枚引く。自分の手札1枚を捨てる」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-013
ECP01-014	アストンマーチャン	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	1	1	1	ウマ娘		"
食事コスト1：これは出走する。

【出走時】相手の場のフォロワー1体まで選ぶ。それに4ダメージ。これは攻撃力+1/体力+1する。これに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-014
ECP01-015	シンボリクリスエス	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

【疾走】

起動場の他のウマ娘・カード4枚をアクト：これは攻撃力+5する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-015
ECP01-016	タップダンスシチー	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	2	3	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ自分のデッキから元のコスト1のウマ娘・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-016
ECP01-017	ビワハヤヒデ	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	5	4	4	ウマ娘・BNW		"
食事コスト1：これは出走する。

【守護】

【出走時】これは攻撃力+1/体力+1する。自分のデッキからBNW・カードをカード名が異なるように3枚まで探し、EXエリアに置く。このターン、それをプレイする際、コストを-3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-017
ECP01-018	テイオー･オー･オー！！！	ロイヤル	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	スペル	GR	5			ウマ娘		"
自分のデッキの上7枚を見る。その中から、元のコスト5以下のウマ娘・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。それが『トウカイテイオー』なら、自分のデッキの上7枚を見る。その中から、元のコスト4以下のウマ娘・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-018
ECP02-012	〔シンデレラガール〕渋谷凛	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	2	1	デレマス・クール		"
【疾走】

ファンファーレ【レッスン_2】：相手の場のフォロワー1体を選ぶ。それに「自分の場のクール・フォロワーの数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-012
ECP02-013	〔シンデレラガール〕本田未央	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	2	2	デレマス・パッション		"
進化コスト1：これは進化する。

ファンファーレ【レッスン_1】：1枚引く。自分の手札1枚を捨てる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-013
ECP02-014	〔シンデレラガール〕本田未央	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		3	3	デレマス・パッション		"
【進化時】自分のデッキの上2枚を見る。その中から、デレマス・カード1枚を公開して手札に加えてよい。残りを好きな順にデッキの下に置く。

【超進化時】自分の手札の元のコスト6以下のパッション・フォロワー1枚を場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-014
ECP02-015	〔シンデレラガール〕島村卯月	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	6	4	4	デレマス・キュート		"
ファンファーレ自分のデッキから「これと同名を除くデレマス・カード」1枚を探し、EXエリアに置く。自分の墓場のキュート・カードが5枚以上なら、代わりに2枚まで。

起動【レッスン_1】：自分のEXエリアのデレマス・カード1枚を選ぶ。それは「これをプレイする際、コストを-5する。」を持つ。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-015
ECP02-016	〔シンデレラガール〕北条加蓮	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	1	1	1	デレマス・クール		"
ファンファーレ自分のデッキの上1枚を見る。その中から、クール・カード1枚を公開して手札に加えてよい。

ラストワード『魔法のアイテム』1枚をEXエリアに置く。

―――――――――――――――

『魔法のアイテム』ニュートラルデレマス・スペルコスト4自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-016
ECP02-017	〔シンデレラガール〕十時愛梨	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	2	2	デレマス・パッション		"
進化コスト1：これは進化する。

ファンファーレコスト1【レッスン_1】手札のパッション・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-017
ECP02-018	〔シンデレラガール〕十時愛梨	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		3	3	デレマス・パッション		"
【進化時】相手の場のフォロワー1体を選ぶ。それに2ダメージ。自分の墓場のパッション・カードが5枚以上なら、『魔法のアイテム』1枚をEXエリアに置く。

―――――――――――――――

『魔法のアイテム』ニュートラルデレマス・スペルコスト4自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-018
ECP02-019	〔想いプレゼント〕佐久間まゆ	ロイヤル	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	3	3	3	デレマス・キュート		"
進化コスト1：これは進化する。

ファンファーレ各プレイヤーは1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-019
